employee_id,age,gender,department,job_role,education_level,tenure_years,monthly_income,job_satisfaction,work_life_balance,overtime_hours,performance_rating,attrition
EMP1355,39,Other,Sales,Sales Manager,Bachelors,15,101774,5,5,23,4,False
EMP1356,37,Female,R&D,Product Developer,PhD,8,33908,1,1,14,5,True
EMP1357,55,Male,IT,IT Manager,High School,22,129603,4,4,27,2,False
EMP1358,56,Female,Finance,Financial Analyst,Bachelors,33,42271,5,5,25,5,False
EMP1359,31,Other,HR,HR Manager,Bachelors,0,103261,5,3,27,5,False
EMP1360,52,Female,HR,HR Manager,PhD,11,131678,2,5,45,2,True
EMP1361,56,Male,HR,HR Generalist,High School,13,98955,5,1,7,1,False
EMP1362,25,Female,R&D,Product Developer,PhD,3,120319,4,2,39,2,True
EMP1363,49,Male,R&D,Product Developer,Masters,14,32977,3,4,1,3,False
EMP1364,42,Female,Marketing,Content Creator,Bachelors,5,149730,3,1,20,1,True
EMP1365,40,Male,Marketing,Marketing Specialist,Bachelors,4,146218,3,1,24,2,False
EMP1366,57,Male,Operations,Operations Associate,PhD,3,149568,2,1,8,3,False
EMP1367,36,Male,Finance,Financial Analyst,Bachelors,14,145343,5,1,47,1,True
EMP1368,56,Female,Finance,Financial Analyst,Bachelors,23,103613,3,4,61,5,True
EMP1369,48,Male,Marketing,Marketing Specialist,Bachelors,8,141243,5,4,35,3,False
EMP1370,26,Other,Marketing,Marketing Specialist,Masters,6,87072,2,4,10,5,True
EMP1371,36,Female,IT,Data Scientist,PhD,2,108013,5,4,59,4,True
EMP1372,50,Male,HR,HR Manager,Masters,19,95376,2,4,16,4,True
EMP1373,43,Female,Sales,Sales Executive,High School,23,67686,4,4,0,3,False
EMP1374,45,Other,Marketing,Marketing Specialist,High School,13,118061,3,4,39,3,False
EMP1375,30,Other,Finance,Financial Analyst,PhD,9,47056,1,3,24,3,True
EMP1376,46,Female,IT,Data Scientist,Bachelors,21,53476,4,1,19,2,True
EMP1377,34,Male,Marketing,Content Creator,PhD,13,75457,5,5,31,3,False
EMP1378,25,Female,Marketing,Content Creator,Masters,0,73268,5,4,18,2,False
EMP1379,41,Male,Finance,Financial Analyst,PhD,0,86407,1,3,39,3,False
EMP1380,49,Other,Marketing,Content Creator,High School,20,34836,3,1,35,5,False
EMP1381,58,Male,Marketing,Marketing Specialist,Bachelors,0,42846,5,4,2,5,False
EMP1382,55,Female,Marketing,Content Creator,PhD,23,74623,2,1,20,1,True
EMP1383,37,Male,HR,HR Generalist,Masters,6,44630,2,4,31,1,True
EMP1384,26,Other,Operations,Operations Associate,Bachelors,1,80644,2,1,19,5,True
EMP1385,58,Other,R&D,Research Scientist,Masters,26,153764,2,5,14,1,False
EMP1386,46,Female,Operations,Logistics Manager,High School,15,129062,2,5,1,3,True
EMP1387,52,Male,Sales,Sales Manager,Masters,26,70228,2,3,35,5,True
EMP1388,39,Female,HR,HR Manager,Masters,5,76821,3,3,60,1,True
EMP1389,47,Other,Sales,Sales Executive,PhD,0,30482,3,1,15,1,False
EMP1390,27,Female,IT,DevOps Engineer,Masters,2,124098,3,4,8,5,False
EMP1391,46,Other,IT,Data Scientist,Masters,10,78109,4,2,45,2,True
EMP1392,22,Other,Sales,Sales Manager,High School,0,104661,4,4,21,2,True
EMP1393,54,Other,HR,HR Generalist,Bachelors,2,89419,4,3,18,2,False
EMP1394,50,Other,HR,HR Generalist,Masters,26,84316,1,2,23,4,True
EMP1395,27,Male,R&D,Product Developer,Masters,1,61302,1,2,4,4,True
EMP1396,51,Male,Sales,Sales Manager,Bachelors,21,54387,4,1,27,1,True
EMP1397,46,Other,Marketing,Content Creator,Masters,2,59655,5,3,9,4,False
EMP1398,58,Other,IT,Software Engineer,Bachelors,18,75499,2,2,34,5,False
EMP1399,59,Female,Marketing,Content Creator,Bachelors,14,106052,1,2,23,1,True
EMP1400,45,Male,Finance,Financial Analyst,Masters,16,62424,2,2,59,2,True
EMP1401,35,Other,Sales,Sales Executive,Bachelors,12,44183,4,5,37,4,False
EMP1402,40,Female,Finance,Accountant,PhD,14,142881,4,3,7,2,False
EMP1403,60,Other,R&D,Research Scientist,High School,18,70281,3,1,4,3,False
EMP1404,41,Other,HR,HR Manager,Masters,1,74228,1,1,1,4,True
EMP1405,38,Female,Marketing,Marketing Specialist,Bachelors,8,141781,5,1,24,4,False
EMP1406,26,Female,HR,HR Generalist,High School,2,74786,5,1,9,5,False
EMP1407,44,Female,HR,HR Manager,High School,18,43812,3,3,12,4,False
EMP1408,38,Male,Sales,Sales Executive,High School,15,68580,1,1,30,4,False
EMP1409,51,Male,R&D,Research Scientist,Masters,19,32086,4,4,2,1,False
EMP1410,51,Other,IT,DevOps Engineer,PhD,16,44618,2,1,22,3,True
EMP1411,52,Female,Sales,Sales Executive,Bachelors,21,66770,2,2,19,4,True
EMP1412,27,Female,Marketing,Content Creator,PhD,0,126957,4,2,14,5,True
EMP1413,37,Male,R&D,Product Developer,PhD,9,68121,2,5,3,5,True
EMP1414,54,Female,Marketing,Marketing Specialist,Bachelors,27,106411,2,5,60,5,True
EMP1415,54,Female,IT,DevOps Engineer,High School,23,205386,5,2,18,1,True
EMP1416,55,Male,R&D,Research Scientist,Masters,30,147150,4,1,7,5,True
EMP1417,54,Male,Marketing,Content Creator,Masters,2,124779,5,2,11,5,True
EMP1418,42,Other,Finance,Accountant,Bachelors,21,108092,5,4,1,5,False
EMP1419,38,Male,HR,HR Generalist,High School,4,35387,5,5,56,5,False
EMP1420,40,Other,Marketing,Marketing Specialist,High School,13,110749,2,5,52,1,True
EMP1421,28,Female,Sales,Sales Executive,High School,5,38159,4,3,5,4,False
EMP1422,57,Other,Operations,Logistics Manager,High School,31,103966,1,3,10,5,True
EMP1423,31,Male,R&D,Product Developer,Masters,7,53648,5,3,56,3,False
EMP1424,37,Other,Sales,Sales Manager,Bachelors,13,58524,3,3,37,2,False
EMP1425,30,Other,Sales,Sales Executive,Masters,6,134454,3,5,3,5,False
EMP1426,47,Other,R&D,Research Scientist,Bachelors,1,40623,4,4,77,1,True
EMP1427,57,Other,Sales,Sales Manager,High School,0,152618,2,2,1,1,True
EMP1428,48,Male,Marketing,Marketing Specialist,Bachelors,15,88336,3,3,37,3,False
EMP1429,51,Other,Marketing,Content Creator,Masters,22,155745,3,2,9,4,True
EMP1430,46,Male,Finance,Accountant,Masters,18,105170,1,2,22,3,True
EMP1431,24,Other,Sales,Sales Manager,Bachelors,4,67361,1,1,3,5,True
EMP1432,29,Female,Operations,Operations Associate,High School,6,63130,5,4,31,3,False
EMP1433,29,Male,Sales,Sales Executive,Masters,4,65314,2,3,25,3,True
EMP1434,39,Female,Marketing,Marketing Specialist,Masters,4,29212,5,3,4,3,False
EMP1435,26,Female,R&D,Product Developer,High School,1,64487,3,4,23,2,False
EMP1436,44,Other,Sales,Sales Manager,High School,23,121788,4,4,19,1,False
EMP1437,40,Female,Finance,Financial Analyst,PhD,20,128509,2,1,19,2,False
EMP1438,45,Male,IT,Data Scientist,High School,23,115304,3,5,40,5,False
EMP1439,30,Other,R&D,Research Scientist,High School,2,116605,2,5,40,5,True
EMP1440,39,Other,Sales,Sales Manager,Masters,19,132436,5,3,10,1,True
EMP1441,26,Male,Sales,Sales Executive,Bachelors,4,116227,4,1,2,1,False
EMP1442,38,Female,Finance,Financial Analyst,PhD,16,60723,4,3,79,2,True
EMP1443,40,Female,R&D,Product Developer,High School,15,103770,4,1,16,3,True
EMP1444,29,Female,IT,IT Manager,High School,8,136491,3,1,34,4,False
EMP1445,33,Female,Sales,Sales Executive,High School,3,36037,1,4,38,2,True
EMP1446,53,Female,Marketing,Marketing Specialist,PhD,7,56291,4,2,27,4,False
EMP1447,30,Female,HR,HR Generalist,PhD,10,135553,1,3,35,4,False
EMP1448,26,Male,R&D,Product Developer,PhD,6,148580,5,1,7,2,True
EMP1449,26,Other,IT,Data Scientist,High School,5,128798,4,5,38,3,False
EMP1450,34,Male,Finance,Financial Analyst,Bachelors,7,127291,4,3,25,1,False
EMP1451,23,Other,Marketing,Content Creator,Bachelors,3,75287,2,5,65,4,True
EMP1452,47,Male,Finance,Financial Analyst,Bachelors,26,87251,4,5,26,4,False
EMP1453,58,Male,Finance,Accountant,PhD,31,48163,2,4,3,5,True
EMP1454,32,Male,IT,Software Engineer,High School,7,211915,1,5,67,5,True
EMP1455,41,Male,Finance,Financial Analyst,PhD,3,35608,2,4,31,1,False
EMP1456,41,Other,Operations,Operations Associate,PhD,2,105806,3,5,22,3,False
EMP1457,49,Other,Finance,Financial Analyst,Masters,10,139054,3,5,18,5,False
EMP1458,54,Female,HR,HR Manager,PhD,5,82001,2,4,34,3,True
EMP1459,45,Male,Sales,Sales Manager,Masters,15,124781,2,4,67,2,True
EMP1460,54,Female,R&D,Research Scientist,PhD,33,144391,2,1,33,4,True
EMP1461,46,Female,Marketing,Marketing Specialist,PhD,25,35372,3,3,21,5,False
EMP1462,53,Male,Marketing,Marketing Specialist,Masters,14,96644,4,3,44,3,True
EMP1463,47,Other,Sales,Sales Manager,High School,17,59344,5,1,24,3,True
EMP1464,45,Male,HR,HR Manager,PhD,19,131552,1,3,15,4,True
EMP1465,27,Other,HR,HR Generalist,Bachelors,4,147858,4,1,51,3,True
EMP1466,55,Other,Sales,Sales Manager,PhD,27,92418,4,2,33,5,False
EMP1467,37,Female,R&D,Product Developer,Masters,7,114841,3,3,70,5,False
EMP1468,40,Male,R&D,Product Developer,Masters,20,131895,2,2,10,4,False
EMP1469,33,Female,Marketing,Content Creator,PhD,12,99764,1,2,9,2,True
EMP1470,47,Female,HR,HR Generalist,High School,14,97938,5,4,4,3,False
EMP1471,32,Other,HR,HR Manager,PhD,0,47215,2,2,5,1,True
EMP1472,59,Female,Operations,Operations Associate,PhD,35,66740,3,4,75,4,False
EMP1473,57,Female,Sales,Sales Executive,PhD,5,70244,2,4,28,4,True
EMP1474,46,Other,Sales,Sales Manager,High School,12,51441,2,4,3,3,False
EMP1475,50,Female,Marketing,Content Creator,Bachelors,15,135593,1,2,14,1,True
EMP1476,37,Female,R&D,Research Scientist,Masters,16,78740,1,5,70,2,True
EMP1477,47,Male,R&D,Product Developer,High School,15,119534,2,5,14,5,False
EMP1478,56,Female,Finance,Financial Analyst,PhD,6,147106,1,1,2,4,False
EMP1479,60,Female,Marketing,Content Creator,High School,23,148238,2,2,22,2,True
EMP1480,39,Female,Sales,Sales Manager,PhD,3,69957,5,4,3,2,False
EMP1481,50,Male,R&D,Research Scientist,Bachelors,18,101518,3,2,38,4,True
EMP1482,24,Male,R&D,Product Developer,Bachelors,0,82858,1,1,30,4,True
EMP1483,53,Female,Finance,Accountant,Masters,8,76619,5,3,2,4,False
EMP1484,26,Other,HR,HR Manager,PhD,1,64332,5,5,24,3,False
EMP1485,58,Male,R&D,Product Developer,PhD,31,133579,4,3,30,1,True
EMP1486,39,Female,Finance,Financial Analyst,PhD,9,142181,3,4,42,4,True
EMP1487,22,Other,HR,HR Manager,Bachelors,2,53763,5,3,3,4,False
EMP1488,40,Male,Finance,Financial Analyst,High School,14,72284,2,4,79,1,True
EMP1489,56,Female,Finance,Accountant,Bachelors,14,121018,1,2,13,4,True
EMP1490,28,Male,IT,Software Engineer,High School,5,52509,3,4,15,3,False
EMP1491,24,Female,Sales,Sales Manager,Masters,3,76647,1,5,27,1,False
EMP1492,41,Male,Marketing,Content Creator,High School,13,121922,2,4,37,3,True
EMP1493,49,Female,Finance,Financial Analyst,Masters,21,127338,4,5,35,3,False
EMP1494,59,Male,HR,HR Manager,PhD,19,96097,2,3,36,4,False
EMP1495,60,Other,IT,Software Engineer,High School,34,40746,4,5,55,3,False
EMP1496,23,Male,IT,Software Engineer,Bachelors,2,131332,2,1,72,1,False
EMP1497,55,Other,Sales,Sales Executive,Masters,28,87240,1,2,5,1,True
EMP1498,35,Male,IT,IT Manager,Masters,15,168817,3,5,75,3,False
EMP1499,57,Male,Finance,Financial Analyst,Bachelors,33,82824,1,1,10,4,False
EMP1500,48,Female,IT,DevOps Engineer,Bachelors,25,166112,2,3,57,2,True
EMP1501,59,Male,Operations,Logistics Manager,Bachelors,24,47120,3,5,24,2,False
EMP1502,53,Female,Sales,Sales Executive,PhD,11,158238,4,3,26,4,False
EMP1503,30,Female,Finance,Accountant,Bachelors,1,82653,2,5,25,2,True
EMP1504,47,Male,Sales,Sales Manager,Bachelors,7,85350,1,4,24,1,False
EMP1505,34,Other,Marketing,Content Creator,Bachelors,9,44434,4,3,28,4,False
EMP1506,38,Male,Operations,Logistics Manager,Bachelors,11,98009,3,1,8,1,True
EMP1507,50,Female,Finance,Accountant,PhD,24,96290,5,2,22,4,False
EMP1508,25,Female,Operations,Operations Associate,Bachelors,1,111039,3,5,72,5,False
EMP1509,25,Male,Marketing,Marketing Specialist,Bachelors,0,61279,4,4,9,1,False
EMP1510,33,Male,Sales,Sales Executive,PhD,13,49007,4,5,22,2,False
EMP1511,51,Female,Operations,Operations Associate,Masters,8,129122,2,3,32,2,True
EMP1512,55,Male,Marketing,Marketing Specialist,Bachelors,4,46563,3,5,41,1,False
EMP1513,43,Female,HR,HR Generalist,High School,22,38659,5,5,10,2,False
EMP1514,30,Female,Sales,Sales Executive,High School,7,57581,5,1,23,1,True
EMP1515,32,Male,HR,HR Manager,High School,7,79876,2,4,32,3,True
EMP1516,56,Other,Operations,Operations Associate,Bachelors,25,125308,1,5,36,1,True
EMP1517,53,Female,Finance,Accountant,High School,23,90681,3,1,8,2,False
EMP1518,25,Male,Operations,Logistics Manager,Bachelors,2,109176,3,3,31,1,True
EMP1519,46,Female,Finance,Accountant,High School,10,136330,5,2,27,3,True
EMP1520,53,Female,Marketing,Content Creator,Masters,19,61911,1,1,24,3,True
EMP1521,59,Male,Marketing,Marketing Specialist,Bachelors,32,114391,3,3,16,5,False
EMP1522,38,Male,Operations,Logistics Manager,Masters,0,138729,3,2,2,1,False
EMP1523,34,Other,R&D,Product Developer,Bachelors,14,102303,1,4,2,1,True
EMP1524,45,Male,Sales,Sales Manager,High School,18,76252,2,4,6,5,True
EMP1525,50,Male,IT,Data Scientist,Bachelors,1,88489,5,1,40,3,True
EMP1526,46,Male,HR,HR Generalist,High School,11,64338,1,2,7,5,True
EMP1527,37,Male,HR,HR Generalist,Masters,13,125566,3,4,3,3,False
EMP1528,48,Female,Marketing,Marketing Specialist,Masters,17,111184,4,1,11,4,False
EMP1529,51,Other,Finance,Accountant,PhD,11,136862,2,4,35,1,True
EMP1530,31,Male,HR,HR Generalist,High School,8,34484,3,5,27,1,True
EMP1531,25,Male,R&D,Research Scientist,Masters,1,118899,2,3,19,4,True
EMP1532,53,Male,HR,HR Manager,Bachelors,4,34972,5,3,23,4,False
EMP1533,43,Other,IT,Data Scientist,Masters,1,172158,5,2,58,3,True
EMP1534,28,Other,R&D,Research Scientist,Bachelors,0,36267,3,4,36,1,False
EMP1535,42,Male,HR,HR Generalist,High School,7,102519,1,4,5,2,True
EMP1536,23,Other,Sales,Sales Manager,PhD,1,28265,2,2,50,2,True
EMP1537,49,Female,R&D,Product Developer,Bachelors,6,130355,1,3,35,2,True
EMP1538,33,Female,Marketing,Marketing Specialist,Bachelors,5,90923,2,3,40,1,False
EMP1539,28,Other,Finance,Accountant,Bachelors,3,78280,1,1,36,2,True
EMP1540,60,Other,Finance,Accountant,PhD,37,125813,5,3,72,4,False
EMP1541,29,Female,IT,Data Scientist,Bachelors,8,200304,1,2,12,4,True
EMP1542,50,Male,R&D,Product Developer,Masters,10,84339,3,2,42,4,True
EMP1543,32,Male,Marketing,Marketing Specialist,PhD,4,148801,1,1,14,3,True
EMP1544,32,Female,Sales,Sales Manager,Bachelors,8,75922,2,5,16,5,True
EMP1545,46,Female,Marketing,Content Creator,PhD,6,113095,1,3,74,3,False
EMP1546,42,Female,Finance,Accountant,PhD,20,109477,4,4,64,5,True
EMP1547,33,Other,IT,Data Scientist,Bachelors,12,65904,5,1,7,3,True
EMP1548,56,Female,Operations,Logistics Manager,Masters,32,116734,1,2,7,5,True
EMP1549,29,Other,Marketing,Marketing Specialist,Bachelors,3,105959,1,3,55,2,True
EMP1550,42,Female,Sales,Sales Manager,PhD,10,140231,4,1,41,4,False
EMP1551,36,Other,Sales,Sales Manager,High School,14,42341,2,4,53,1,True
EMP1552,59,Male,Operations,Logistics Manager,High School,26,58540,3,2,20,1,True
EMP1553,45,Male,Sales,Sales Manager,PhD,1,95954,1,2,25,1,True
EMP1554,60,Other,Marketing,Content Creator,Masters,19,91842,3,2,6,5,False
EMP1555,34,Other,R&D,Product Developer,PhD,2,36871,1,5,27,1,True
EMP1556,54,Female,Sales,Sales Manager,Masters,22,82443,1,3,21,3,True
EMP1557,53,Other,HR,HR Generalist,Bachelors,6,133311,2,3,38,1,True
EMP1558,40,Female,Marketing,Content Creator,Masters,19,106322,5,3,4,5,False
EMP1559,26,Other,Finance,Accountant,High School,1,119332,2,2,24,4,True
EMP1560,31,Other,Sales,Sales Manager,PhD,8,78562,3,3,11,4,False
EMP1561,43,Male,R&D,Research Scientist,PhD,15,63210,1,5,13,3,True
EMP1562,55,Other,IT,Data Scientist,Bachelors,2,215611,4,4,10,4,False
EMP1563,24,Female,HR,HR Manager,High School,0,137825,1,4,33,5,False
EMP1564,58,Other,IT,DevOps Engineer,High School,32,207367,4,2,12,5,False
EMP1565,60,Other,Operations,Logistics Manager,Masters,4,103582,2,5,39,5,False
EMP1566,22,Male,Sales,Sales Manager,Bachelors,1,59373,5,2,7,2,True
EMP1567,58,Other,Sales,Sales Executive,Masters,29,34980,2,3,16,2,True
EMP1568,45,Female,HR,HR Generalist,Bachelors,7,54382,2,3,67,3,True
EMP1569,35,Male,Sales,Sales Executive,PhD,8,57046,2,4,0,1,True
EMP1570,35,Male,HR,HR Generalist,PhD,11,110776,1,5,9,4,True
EMP1571,55,Female,R&D,Research Scientist,High School,6,102940,3,3,40,3,False
EMP1572,52,Male,Marketing,Content Creator,Masters,15,118967,3,3,25,1,True
EMP1573,29,Male,R&D,Research Scientist,Masters,9,71440,4,3,25,4,False
EMP1574,48,Male,Sales,Sales Executive,PhD,20,119148,1,2,8,4,True
EMP1575,57,Male,R&D,Research Scientist,High School,23,78982,4,5,40,4,False
EMP1576,28,Male,IT,IT Manager,Bachelors,0,149874,5,3,23,2,False
EMP1577,57,Female,Operations,Logistics Manager,PhD,4,116477,5,5,28,3,False
EMP1578,26,Male,Sales,Sales Executive,Masters,2,83876,1,3,67,5,True
EMP1579,29,Other,R&D,Research Scientist,PhD,9,149875,2,4,10,5,False
EMP1580,33,Male,R&D,Product Developer,High School,9,145405,2,5,66,1,True
EMP1581,22,Other,IT,Software Engineer,High School,1,86670,3,2,40,2,False
EMP1582,56,Male,Finance,Financial Analyst,Bachelors,0,52643,1,4,21,2,True
EMP1583,31,Female,Operations,Logistics Manager,Bachelors,6,77373,4,4,14,5,False
EMP1584,53,Male,IT,Data Scientist,Masters,25,212488,1,4,44,5,False
EMP1585,58,Other,IT,DevOps Engineer,Masters,32,212106,1,4,19,4,True
EMP1586,24,Male,Operations,Logistics Manager,PhD,2,147524,3,3,73,5,False
EMP1587,52,Male,IT,Data Scientist,PhD,12,203199,2,4,19,2,True
EMP1588,60,Male,Sales,Sales Executive,Bachelors,24,132550,1,2,16,4,False
EMP1589,25,Male,HR,HR Manager,PhD,0,127764,4,2,21,3,True
EMP1590,33,Other,Operations,Logistics Manager,High School,9,86117,4,5,22,5,False
EMP1591,49,Other,R&D,Product Developer,Bachelors,17,39812,2,3,36,4,False
EMP1592,41,Male,Finance,Financial Analyst,Bachelors,4,109351,2,2,27,2,True
EMP1593,30,Other,HR,HR Manager,High School,7,132616,4,4,8,4,False
EMP1594,30,Other,IT,IT Manager,Bachelors,3,102257,2,5,15,5,False
EMP1595,30,Female,HR,HR Generalist,Bachelors,5,81118,5,5,0,3,False
EMP1596,59,Other,IT,DevOps Engineer,Masters,13,78945,1,1,14,2,True
EMP1597,27,Male,Finance,Accountant,Masters,4,138110,1,4,78,4,True
EMP1598,33,Other,Finance,Accountant,Bachelors,3,85874,3,2,24,2,True
EMP1599,28,Female,IT,IT Manager,PhD,4,194061,1,4,77,5,False
EMP1600,25,Female,Marketing,Content Creator,PhD,3,105578,5,4,66,3,False
EMP1601,45,Other,IT,IT Manager,Bachelors,3,56494,5,4,39,1,False
EMP1602,45,Male,Operations,Operations Associate,High School,3,106303,1,2,70,5,False
EMP1603,51,Female,IT,Software Engineer,High School,31,163355,3,3,1,1,False
EMP1604,50,Female,Operations,Logistics Manager,Masters,22,147393,1,4,80,5,False
EMP1605,33,Female,Operations,Operations Associate,High School,7,69132,1,5,13,3,True
EMP1606,57,Other,Marketing,Marketing Specialist,High School,34,60332,4,5,40,5,False
EMP1607,31,Other,Operations,Logistics Manager,Bachelors,2,111692,5,2,5,2,False
EMP1608,29,Male,Finance,Financial Analyst,PhD,0,67022,5,1,31,2,True
EMP1609,48,Female,IT,IT Manager,High School,0,100621,1,2,3,5,True
EMP1610,47,Female,HR,HR Generalist,High School,23,38723,5,5,22,3,False
EMP1611,43,Male,R&D,Product Developer,PhD,15,122478,3,5,1,4,False
EMP1612,37,Male,Sales,Sales Manager,Masters,17,85234,5,1,5,1,True
EMP1613,35,Male,R&D,Research Scientist,PhD,8,97689,3,1,3,5,False
EMP1614,60,Male,R&D,Product Developer,Bachelors,25,114823,1,1,75,2,True
EMP1615,42,Other,Marketing,Marketing Specialist,PhD,17,67483,5,3,0,1,True
EMP1616,60,Male,R&D,Product Developer,High School,37,152651,1,3,3,5,True
EMP1617,49,Other,Sales,Sales Manager,Bachelors,15,75071,5,2,29,2,False
EMP1618,49,Other,Marketing,Marketing Specialist,Bachelors,19,79518,5,1,25,1,False
EMP1619,57,Male,Finance,Financial Analyst,PhD,21,138918,2,5,5,3,True
EMP1620,37,Other,IT,Software Engineer,PhD,7,145035,4,2,4,1,True
EMP1621,45,Female,IT,IT Manager,Masters,5,133724,2,4,2,1,True
EMP1622,56,Female,Marketing,Marketing Specialist,High School,32,37958,3,1,42,5,True
EMP1623,37,Male,HR,HR Manager,Masters,3,137351,5,3,24,2,False
EMP1624,44,Male,R&D,Product Developer,Bachelors,10,81192,3,1,20,5,True
EMP1625,34,Other,HR,HR Manager,Bachelors,5,90327,5,3,29,4,False
EMP1626,29,Other,IT,IT Manager,High School,1,62816,5,3,40,5,False
EMP1627,45,Male,Sales,Sales Manager,Masters,16,34469,3,5,65,5,True
EMP1628,60,Male,IT,DevOps Engineer,Bachelors,37,135496,4,5,4,5,False
EMP1629,43,Other,Finance,Financial Analyst,PhD,14,141981,4,1,10,1,False
EMP1630,38,Female,IT,Software Engineer,PhD,5,55050,3,5,39,2,False
EMP1631,59,Male,HR,HR Manager,Bachelors,15,30511,3,2,40,2,True
EMP1632,59,Male,Finance,Accountant,Bachelors,38,43045,4,5,2,2,True
EMP1633,47,Female,Finance,Accountant,Masters,24,56210,4,1,9,5,False
EMP1634,25,Other,Sales,Sales Executive,Bachelors,1,131523,2,3,38,2,True
EMP1635,36,Other,Marketing,Content Creator,High School,4,102748,3,2,35,4,False
EMP1636,24,Other,Finance,Financial Analyst,High School,4,89482,2,1,36,1,True
EMP1637,43,Female,Operations,Logistics Manager,PhD,16,65251,4,4,20,5,False
EMP1638,23,Female,Marketing,Marketing Specialist,PhD,3,63418,5,5,38,1,True
EMP1639,32,Other,IT,DevOps Engineer,PhD,5,197694,1,4,40,2,True
EMP1640,55,Male,Operations,Logistics Manager,Bachelors,11,56894,2,5,30,2,True
EMP1641,36,Other,Finance,Accountant,PhD,10,63475,4,3,39,4,False
EMP1642,43,Male,HR,HR Manager,PhD,17,125924,2,3,39,4,True
EMP1643,44,Other,Marketing,Marketing Specialist,High School,22,121663,2,3,22,4,True
EMP1644,41,Female,Sales,Sales Executive,Masters,3,133014,5,5,14,4,False
EMP1645,48,Male,Marketing,Marketing Specialist,High School,16,58788,5,2,35,2,False
EMP1646,55,Male,Sales,Sales Executive,Bachelors,16,95552,1,1,14,4,True
EMP1647,30,Other,Operations,Operations Associate,Masters,6,96457,2,5,13,3,True
EMP1648,29,Female,R&D,Product Developer,PhD,9,131801,3,3,15,3,False
EMP1649,29,Other,HR,HR Generalist,PhD,4,94356,4,2,59,2,False
EMP1650,41,Male,R&D,Research Scientist,Bachelors,12,148277,3,4,19,4,False
EMP1651,49,Male,Sales,Sales Executive,Bachelors,23,46997,1,4,28,2,True
EMP1652,40,Male,Operations,Operations Associate,PhD,0,94906,1,4,45,1,True
EMP1653,32,Female,IT,DevOps Engineer,Masters,7,84388,4,2,54,2,True
EMP1654,34,Female,IT,Data Scientist,High School,14,86752,4,3,2,4,False
EMP1655,27,Other,Operations,Logistics Manager,Bachelors,7,104714,1,5,19,2,True
EMP1656,31,Male,IT,IT Manager,PhD,6,123899,2,1,10,1,True
EMP1657,36,Male,Marketing,Content Creator,Masters,12,107702,1,2,28,2,True
EMP1658,43,Male,Finance,Accountant,PhD,1,37726,2,4,29,3,True
EMP1659,47,Other,IT,Software Engineer,High School,6,142491,4,3,35,4,False
EMP1660,49,Other,Sales,Sales Manager,PhD,25,95576,1,3,7,4,True
EMP1661,44,Female,Marketing,Marketing Specialist,Bachelors,24,55056,1,5,14,1,False
EMP1662,33,Other,HR,HR Manager,PhD,1,90478,1,3,16,3,True
EMP1663,35,Female,IT,Software Engineer,Bachelors,14,67307,2,5,9,3,True
EMP1664,26,Female,Finance,Financial Analyst,Masters,2,50515,3,5,32,4,False
EMP1665,43,Female,Finance,Financial Analyst,Bachelors,11,96728,4,4,32,5,False
EMP1666,50,Other,IT,IT Manager,PhD,5,146462,3,1,8,5,False
EMP1667,24,Male,Operations,Operations Associate,High School,0,68216,5,4,65,1,True
EMP1668,43,Female,Finance,Financial Analyst,Bachelors,14,107233,2,3,31,2,True
EMP1669,22,Male,Finance,Accountant,High School,2,117753,2,3,48,2,True
EMP1670,44,Female,HR,HR Generalist,Bachelors,22,93839,2,4,2,4,False
EMP1671,51,Female,IT,IT Manager,Bachelors,17,185743,1,2,50,5,True
EMP1672,35,Other,Finance,Financial Analyst,High School,0,45373,3,4,35,2,False
EMP1673,27,Female,Finance,Accountant,Bachelors,3,67630,3,2,35,1,True
EMP1674,38,Male,IT,Software Engineer,High School,6,76769,5,1,0,2,False
EMP1675,41,Other,R&D,Product Developer,Masters,6,103129,1,4,40,3,False
EMP1676,36,Male,IT,Software Engineer,PhD,5,205099,2,1,35,5,True
EMP1677,58,Male,IT,Data Scientist,PhD,36,95383,1,2,17,4,True
EMP1678,59,Female,Operations,Operations Associate,Bachelors,25,106693,1,5,25,4,False
EMP1679,31,Male,IT,Data Scientist,Masters,8,193450,5,3,72,2,True
EMP1680,36,Other,HR,HR Manager,Bachelors,1,71132,5,5,0,2,False
EMP1681,45,Female,Sales,Sales Executive,Bachelors,16,145911,4,2,32,2,True
EMP1682,47,Other,HR,HR Generalist,Masters,25,98257,5,3,11,2,False
EMP1683,38,Other,IT,Data Scientist,High School,17,199324,2,4,25,1,True
EMP1684,57,Female,R&D,Research Scientist,PhD,35,96944,4,3,8,2,False
EMP1685,48,Other,HR,HR Manager,PhD,20,57069,2,2,34,5,True
EMP1686,52,Other,HR,HR Generalist,Masters,25,84892,4,2,11,3,True
EMP1687,25,Female,Sales,Sales Manager,Bachelors,0,95455,5,5,25,3,False
EMP1688,37,Male,R&D,Research Scientist,Masters,13,109177,4,2,32,5,True
EMP1689,27,Female,R&D,Research Scientist,High School,1,90658,4,1,9,4,False
EMP1690,51,Female,IT,Data Scientist,PhD,25,133210,5,4,18,5,False
EMP1691,38,Other,Marketing,Marketing Specialist,High School,3,106611,1,1,29,5,True
EMP1692,34,Female,IT,DevOps Engineer,PhD,10,111548,2,1,3,4,True
